category,canonical,string_to_replace,alias,ipa,priority
Weitere Begriffe,bismi llāh,bismi llāh,Bismillaah,/bismi llaːh/,extended
Weitere Begriffe,bismi llah,bismi llah,Bismillaah,/bismi llaːh/,extended
"Allah, Lobpreisungen & Grußformeln",Bismillāh,Bismillāh,Bismillaah,/bismilˈlaːh/,core
Weitere Begriffe,Bismillah,Bismillah,Bismillaah,/bismilˈlaːh/,extended
Weitere Begriffe,bismillāh,bismillāh,Bismillaah,/bismilˈlaːh/,extended
Weitere Begriffe,bismillah,bismillah,Bismillaah,/bismilˈlaːh/,extended
"Allah, Lobpreisungen & Grußformeln",al-ḥamdu li-llāh,al-ḥamdu li-llāh,al-hamdu li-llaah,/al.ħamdu li.llaːh/,core
Weitere Begriffe,al-hamdu li-llah,al-hamdu li-llah,al-hamdu li-llaah,/al.ħamdu li.llaːh/,extended
"Allah, Lobpreisungen & Grußformeln",Alḥamdulillāh,Alḥamdulillāh,Alhamdulillaah,/alħamdu lilˈlaːh/,core
Weitere Begriffe,Alhamdulillah,Alhamdulillah,Alhamdulillaah,/alħamdu lilˈlaːh/,extended
Weitere Begriffe,alḥamdulillāh,alḥamdulillāh,Alhamdulillaah,/alħamdu lilˈlaːh/,extended
Weitere Begriffe,alhamdulillah,alhamdulillah,Alhamdulillaah,/alħamdu lilˈlaːh/,extended
"Allah, Lobpreisungen & Grußformeln",Subḥānallāh,Subḥānallāh,Subhaanallaah,/subħaːnalˈlaːh/,core
Weitere Begriffe,Subhanallah,Subhanallah,Subhaanallaah,/subħaːnalˈlaːh/,extended
Weitere Begriffe,subḥānallāh,subḥānallāh,Subhaanallaah,/subħaːnalˈlaːh/,extended
Weitere Begriffe,subhanallah,subhanallah,Subhaanallaah,/subħaːnalˈlaːh/,extended
"Allah, Lobpreisungen & Grußformeln",Allāhu akbar,Allāhu akbar,Allaahu Akbar,/alˈlaːhu ʔakbar/,core
Weitere Begriffe,Allahu akbar,Allahu akbar,Allaahu Akbar,/alˈlaːhu ʔakbar/,extended
Weitere Begriffe,allāhu akbar,allāhu akbar,Allaahu Akbar,/alˈlaːhu ʔakbar/,extended
Weitere Begriffe,allahu akbar,allahu akbar,Allaahu Akbar,/alˈlaːhu ʔakbar/,extended
"Allah, Lobpreisungen & Grußformeln",lā ilāha illā llāh,lā ilāha illā llāh,Laa ilaaha illallaah,/laː ilaːha illaː llaːh/,core
Weitere Begriffe,la ilaha illa llah,la ilaha illa llah,Laa ilaaha illallaah,/laː ilaːha illaː llaːh/,extended
"Allah, Lobpreisungen & Grußformeln",Lā ilāha illā Allāh,Lā ilāha illā Allāh,Laa ilaaha illallaah,/laː ʔilaːha ʔilˈlaː lˈlaːh/,core
Weitere Begriffe,La ilaha illa Allah,La ilaha illa Allah,Laa ilaaha illallaah,/laː ʔilaːha ʔilˈlaː lˈlaːh/,extended
Weitere Begriffe,lā ilāha illā allāh,lā ilāha illā allāh,Laa ilaaha illallaah,/laː ʔilaːha ʔilˈlaː lˈlaːh/,extended
Weitere Begriffe,la ilaha illa allah,la ilaha illa allah,Laa ilaaha illallaah,/laː ʔilaːha ʔilˈlaː lˈlaːh/,extended
"Allah, Lobpreisungen & Grußformeln",Astaghfirullāh,Astaghfirullāh,Astaghfirullaah,/astaɣfirullaːh/,core
Weitere Begriffe,Astaghfirullah,Astaghfirullah,Astaghfirullaah,/astaɣfirullaːh/,extended
Weitere Begriffe,astaghfirullāh,astaghfirullāh,Astaghfirullaah,/astaɣfirullaːh/,extended
Weitere Begriffe,astaghfirullah,astaghfirullah,Astaghfirullaah,/astaɣfirullaːh/,extended
"Allah, Lobpreisungen & Grußformeln",in šāʾ Allāh,in šāʾ Allāh,in schaa Allaah,/in ʃaːʔ allaːh/,core
Weitere Begriffe,in sha' Allah,in sha' Allah,in schaa Allaah,/in ʃaːʔ allaːh/,extended
Weitere Begriffe,in sha Allah,in sha Allah,in schaa Allaah,/in ʃaːʔ allaːh/,extended
Weitere Begriffe,in šāʾ allāh,in šāʾ allāh,in schaa Allaah,/in ʃaːʔ allaːh/,extended
Weitere Begriffe,in sha' allah,in sha' allah,in schaa Allaah,/in ʃaːʔ allaːh/,extended
Weitere Begriffe,in sha allah,in sha allah,in schaa Allaah,/in ʃaːʔ allaːh/,extended
"Allah, Lobpreisungen & Grußformeln",In šāʾ Allāh,In šāʾ Allāh,in schaa Allaah,/in ʃaːʔ allaːh/,core
Weitere Begriffe,In sha' Allah,In sha' Allah,in schaa Allaah,/in ʃaːʔ allaːh/,extended
Weitere Begriffe,In sha Allah,In sha Allah,in schaa Allaah,/in ʃaːʔ allaːh/,extended
"Allah, Lobpreisungen & Grußformeln",mā šāʾ Allāh,mā šāʾ Allāh,maa schaa Allaah,/maː ʃaːʔ allaːh/,core
Weitere Begriffe,ma sha' Allah,ma sha' Allah,maa schaa Allaah,/maː ʃaːʔ allaːh/,extended
Weitere Begriffe,ma sha Allah,ma sha Allah,maa schaa Allaah,/maː ʃaːʔ allaːh/,extended
Weitere Begriffe,mā šāʾ allāh,mā šāʾ allāh,maa schaa Allaah,/maː ʃaːʔ allaːh/,extended
Weitere Begriffe,ma sha' allah,ma sha' allah,maa schaa Allaah,/maː ʃaːʔ allaːh/,extended
Weitere Begriffe,ma sha allah,ma sha allah,maa schaa Allaah,/maː ʃaːʔ allaːh/,extended
"Allah, Lobpreisungen & Grußformeln",Mā šāʾ Allāh,Mā šāʾ Allāh,maa schaa Allaah,/maː ʃaːʔ allaːh/,core
Weitere Begriffe,Ma sha' Allah,Ma sha' Allah,maa schaa Allaah,/maː ʃaːʔ allaːh/,extended
Weitere Begriffe,Ma sha Allah,Ma sha Allah,maa schaa Allaah,/maː ʃaːʔ allaːh/,extended
"Allah, Lobpreisungen & Grußformeln",bāraka llāhu fīk,bāraka llāhu fīk,baaraka llaahu fiik,/baːraka llaːhu fiːk/,core
Weitere Begriffe,baraka llahu fik,baraka llahu fik,baaraka llaahu fiik,/baːraka llaːhu fiːk/,extended
"Allah, Lobpreisungen & Grußformeln",bāraka llāhu fīkum,bāraka llāhu fīkum,baaraka llaahu fiikum,/baːraka llaːhu fiːkum/,core
Weitere Begriffe,baraka llahu fikum,baraka llahu fikum,baaraka llaahu fiikum,/baːraka llaːhu fiːkum/,extended
"Allah, Lobpreisungen & Grußformeln",ǧazāka llāhu khayran,ǧazāka llāhu khayran,dschazaaka llaahu khayran,/d͡ʒazaːka llaːhu xajran/,core
Weitere Begriffe,jazaka llahu khayran,jazaka llahu khayran,dschazaaka llaahu khayran,/d͡ʒazaːka llaːhu xajran/,extended
"Allah, Lobpreisungen & Grußformeln",ǧazākumu llāhu khayran,ǧazākumu llāhu khayran,dschazaakumu llaahu khayran,/d͡ʒazaːkumu llaːhu xajran/,core
Weitere Begriffe,jazakumu llahu khayran,jazakumu llahu khayran,dschazaakumu llaahu khayran,/d͡ʒazaːkumu llaːhu xajran/,extended
"Allah, Lobpreisungen & Grußformeln",as-salāmu ʿalaykum,as-salāmu ʿalaykum,as-Salaamu alaikum,/as.saˈlaːmu ʕaˈlajkum/,core
Weitere Begriffe,as-salamu 'alaykum,as-salamu 'alaykum,as-Salaamu alaikum,/as.saˈlaːmu ʕaˈlajkum/,extended
Weitere Begriffe,as-salamu alaykum,as-salamu alaykum,as-Salaamu alaikum,/as.saˈlaːmu ʕaˈlajkum/,extended
"Allah, Lobpreisungen & Grußformeln",wa-ʿalaykumu s-salām,wa-ʿalaykumu s-salām,wa alaikumus-Salaam,/waʕaˈlajkumu s.saˈlaːm/,core
Weitere Begriffe,wa-'alaykumu s-salam,wa-'alaykumu s-salam,wa alaikumus-Salaam,/waʕaˈlajkumu s.saˈlaːm/,extended
Weitere Begriffe,wa-alaykumu s-salam,wa-alaykumu s-salam,wa alaikumus-Salaam,/waʕaˈlajkumu s.saˈlaːm/,extended
"Allah, Lobpreisungen & Grußformeln",fī amāni llāh,fī amāni llāh,fii amaani llaah,/fiː amaːni llaːh/,core
Weitere Begriffe,fi amani llah,fi amani llah,fii amaani llaah,/fiː amaːni llaːh/,extended
"Allah, Lobpreisungen & Grußformeln",ḥasbunā llāhu wa-niʿma l-wakīl,ḥasbunā llāhu wa-niʿma l-wakīl,hasbunaa llaahu wa-ni-ma l-wakiil,/ħasbunaː llaːhu wa.niʕma l.wakiːl/,core
Weitere Begriffe,hasbuna llahu wa-ni'ma l-wakil,hasbuna llahu wa-ni'ma l-wakil,hasbunaa llaahu wa-ni-ma l-wakiil,/ħasbunaː llaːhu wa.niʕma l.wakiːl/,extended
Weitere Begriffe,hasbuna llahu wa-nima l-wakil,hasbuna llahu wa-nima l-wakil,hasbunaa llaahu wa-ni-ma l-wakiil,/ħasbunaː llaːhu wa.niʕma l.wakiːl/,extended
"Allah, Lobpreisungen & Grußformeln",lā ḥawla wa-lā quwwata illā bi-llāh,lā ḥawla wa-lā quwwata illā bi-llāh,laa hawla wa-laa quwwata illaa bi-llaah,/laː ħawla wa.laː quwwata illaː bi.llaːh/,core
Weitere Begriffe,la hawla wa-la quwwata illa bi-llah,la hawla wa-la quwwata illa bi-llah,laa hawla wa-laa quwwata illaa bi-llaah,/laː ħawla wa.laː quwwata illaː bi.llaːh/,extended
"Allah, Lobpreisungen & Grußformeln",innā li-llāhi wa-innā ilayhi rāǧiʿūn,innā li-llāhi wa-innā ilayhi rāǧiʿūn,innaa li-llaahi wa-innaa ilayhi raadschi-uun,/innaː li.llaːhi wa.innaː ilajhi raːd͡ʒiʕuːn/,core
Weitere Begriffe,inna li-llahi wa-inna ilayhi raji'un,inna li-llahi wa-inna ilayhi raji'un,innaa li-llaahi wa-innaa ilayhi raadschi-uun,/innaː li.llaːhi wa.innaː ilajhi raːd͡ʒiʕuːn/,extended
Weitere Begriffe,inna li-llahi wa-inna ilayhi rajiun,inna li-llahi wa-inna ilayhi rajiun,innaa li-llaahi wa-innaa ilayhi raadschi-uun,/innaː li.llaːhi wa.innaː ilajhi raːd͡ʒiʕuːn/,extended
Qurʾān & Qurʾān-Wissenschaften,Qurʾān,Qurʾān,Qur-aan,/qurˈʔaːn/,extended
Weitere Begriffe,Qur'an,Qur'an,Qur-aan,/qurˈʔaːn/,extended
Weitere Begriffe,Quran,Quran,Qur-aan,/qurˈʔaːn/,extended
Weitere Begriffe,qurʾān,qurʾān,Qur-aan,/qurˈʔaːn/,extended
Weitere Begriffe,qur'an,qur'an,Qur-aan,/qurˈʔaːn/,extended
Weitere Begriffe,quran,quran,Qur-aan,/qurˈʔaːn/,extended
Qurʾān & Qurʾān-Wissenschaften,al-Qurʾān,al-Qurʾān,al-Qur-aan,/al.qurˈʔaːn/,extended
Weitere Begriffe,al-Qur'an,al-Qur'an,al-Qur-aan,/al.qurˈʔaːn/,extended
Weitere Begriffe,al-Quran,al-Quran,al-Qur-aan,/al.qurˈʔaːn/,extended
Weitere Begriffe,al-qurʾān,al-qurʾān,al-Qur-aan,/al.qurˈʔaːn/,extended
Weitere Begriffe,al-qur'an,al-qur'an,al-Qur-aan,/al.qurˈʔaːn/,extended
Weitere Begriffe,al-quran,al-quran,al-Qur-aan,/al.qurˈʔaːn/,extended
Qurʾān & Qurʾān-Wissenschaften,Muṣḥaf,Muṣḥaf,Mushaf,/musˤħaf/,extended
Weitere Begriffe,Mushaf,Mushaf,Mushaf,/musˤħaf/,extended
Weitere Begriffe,muṣḥaf,muṣḥaf,Mushaf,/musˤħaf/,extended
Weitere Begriffe,mushaf,mushaf,Mushaf,/musˤħaf/,extended
Qurʾān & Qurʾān-Wissenschaften,Sūrah,Sūrah,Suurah,/suːrah/,extended
Weitere Begriffe,Surah,Surah,Suurah,/suːrah/,extended
Weitere Begriffe,sūrah,sūrah,Suurah,/suːrah/,extended
Weitere Begriffe,surah,surah,Suurah,/suːrah/,extended
Qurʾān & Qurʾān-Wissenschaften,Sūra,Sūra,Suura,/suːra/,extended
Weitere Begriffe,Sura,Sura,Suura,/suːra/,extended
Weitere Begriffe,sūra,sūra,Suura,/suːra/,extended
Weitere Begriffe,sura,sura,Suura,/suːra/,extended
Qurʾān & Qurʾān-Wissenschaften,Āyah,Āyah,Aayah,/aːjah/,extended
Weitere Begriffe,Ayah,Ayah,Aayah,/aːjah/,extended
Weitere Begriffe,āyah,āyah,Aayah,/aːjah/,extended
Weitere Begriffe,ayah,ayah,Aayah,/aːjah/,extended
Qurʾān & Qurʾān-Wissenschaften,Āyāt,Āyāt,Aayaat,/aːjaːt/,extended
Weitere Begriffe,Ayat,Ayat,Aayaat,/aːjaːt/,extended
Weitere Begriffe,āyāt,āyāt,Aayaat,/aːjaːt/,extended
Weitere Begriffe,ayat,ayat,Aayaat,/aːjaːt/,extended
Qurʾān & Qurʾān-Wissenschaften,Tafsīr,Tafsīr,Tafsiir,/tafsiːr/,extended
Weitere Begriffe,Tafsir,Tafsir,Tafsiir,/tafsiːr/,extended
Weitere Begriffe,tafsīr,tafsīr,Tafsiir,/tafsiːr/,extended
Weitere Begriffe,tafsir,tafsir,Tafsiir,/tafsiːr/,extended
Qurʾān & Qurʾān-Wissenschaften,Mufassir,Mufassir,Mufassir,/mufassir/,extended
Weitere Begriffe,mufassir,mufassir,Mufassir,/mufassir/,extended
Qurʾān & Qurʾān-Wissenschaften,Mufassirūn,Mufassirūn,Mufassiruun,/mufassiruːn/,extended
Weitere Begriffe,Mufassirun,Mufassirun,Mufassiruun,/mufassiruːn/,extended
Weitere Begriffe,mufassirūn,mufassirūn,Mufassiruun,/mufassiruːn/,extended
Weitere Begriffe,mufassirun,mufassirun,Mufassiruun,/mufassiruːn/,extended
Qurʾān & Qurʾān-Wissenschaften,Taʾwīl,Taʾwīl,Ta-wiil,/taʔwiːl/,extended
Weitere Begriffe,Ta'wil,Ta'wil,Ta-wiil,/taʔwiːl/,extended
Weitere Begriffe,Tawil,Tawil,Ta-wiil,/taʔwiːl/,extended
Weitere Begriffe,taʾwīl,taʾwīl,Ta-wiil,/taʔwiːl/,extended
Weitere Begriffe,ta'wil,ta'wil,Ta-wiil,/taʔwiːl/,extended
Weitere Begriffe,tawil,tawil,Ta-wiil,/taʔwiːl/,extended
Qurʾān & Qurʾān-Wissenschaften,Tanzīl,Tanzīl,Tanziil,/tanziːl/,extended
Weitere Begriffe,Tanzil,Tanzil,Tanziil,/tanziːl/,extended
Weitere Begriffe,tanzīl,tanzīl,Tanziil,/tanziːl/,extended
Weitere Begriffe,tanzil,tanzil,Tanziil,/tanziːl/,extended
Qurʾān & Qurʾān-Wissenschaften,Waḥy,Waḥy,Wahy,/waħj/,extended
Weitere Begriffe,Wahy,Wahy,Wahy,/waħj/,extended
Weitere Begriffe,waḥy,waḥy,Wahy,/waħj/,extended
Weitere Begriffe,wahy,wahy,Wahy,/waħj/,extended
Qurʾān & Qurʾān-Wissenschaften,Asbāb an-nuzūl,Asbāb an-nuzūl,Asbaab an-nuzuul,/asbaːb an.nuzuːl/,extended
Weitere Begriffe,Asbab an-nuzul,Asbab an-nuzul,Asbaab an-nuzuul,/asbaːb an.nuzuːl/,extended
Weitere Begriffe,asbāb an-nuzūl,asbāb an-nuzūl,Asbaab an-nuzuul,/asbaːb an.nuzuːl/,extended
Weitere Begriffe,asbab an-nuzul,asbab an-nuzul,Asbaab an-nuzuul,/asbaːb an.nuzuːl/,extended
Qurʾān & Qurʾān-Wissenschaften,Nuzūl,Nuzūl,Nuzuul,/nuzuːl/,extended
Weitere Begriffe,Nuzul,Nuzul,Nuzuul,/nuzuːl/,extended
Weitere Begriffe,nuzūl,nuzūl,Nuzuul,/nuzuːl/,extended
Weitere Begriffe,nuzul,nuzul,Nuzuul,/nuzuːl/,extended
Qurʾān & Qurʾān-Wissenschaften,Makkiyy,Makkiyy,Makkiyy,/makkijj/,extended
Weitere Begriffe,makkiyy,makkiyy,Makkiyy,/makkijj/,extended
Qurʾān & Qurʾān-Wissenschaften,Madaniyy,Madaniyy,Madaniyy,/madanijj/,extended
Weitere Begriffe,madaniyy,madaniyy,Madaniyy,/madanijj/,extended
Qurʾān & Qurʾān-Wissenschaften,Muḥkam,Muḥkam,Muhkam,/muħkam/,extended
Weitere Begriffe,Muhkam,Muhkam,Muhkam,/muħkam/,extended
Weitere Begriffe,muḥkam,muḥkam,Muhkam,/muħkam/,extended
Weitere Begriffe,muhkam,muhkam,Muhkam,/muħkam/,extended
Qurʾān & Qurʾān-Wissenschaften,Mutašābih,Mutašābih,Mutaschaabih,/mutaʃaːbih/,extended
Weitere Begriffe,Mutashabih,Mutashabih,Mutaschaabih,/mutaʃaːbih/,extended
Weitere Begriffe,mutašābih,mutašābih,Mutaschaabih,/mutaʃaːbih/,extended
Weitere Begriffe,mutashabih,mutashabih,Mutaschaabih,/mutaʃaːbih/,extended
Qurʾān & Qurʾān-Wissenschaften,Nāsikh,Nāsikh,Naasikh,/naːsix/,extended
Weitere Begriffe,Nasikh,Nasikh,Naasikh,/naːsix/,extended
Weitere Begriffe,nāsikh,nāsikh,Naasikh,/naːsix/,extended
Weitere Begriffe,nasikh,nasikh,Naasikh,/naːsix/,extended
Qurʾān & Qurʾān-Wissenschaften,Mansūkh,Mansūkh,Mansuukh,/mansuːx/,extended
Weitere Begriffe,Mansukh,Mansukh,Mansuukh,/mansuːx/,extended
Weitere Begriffe,mansūkh,mansūkh,Mansuukh,/mansuːx/,extended
Weitere Begriffe,mansukh,mansukh,Mansuukh,/mansuːx/,extended
Qurʾān & Qurʾān-Wissenschaften,Qirāʾah,Qirāʾah,Qiraa-ah,/qiraːʔah/,extended
Weitere Begriffe,Qira'ah,Qira'ah,Qiraa-ah,/qiraːʔah/,extended
Weitere Begriffe,Qiraah,Qiraah,Qiraa-ah,/qiraːʔah/,extended
Weitere Begriffe,qirāʾah,qirāʾah,Qiraa-ah,/qiraːʔah/,extended
Weitere Begriffe,qira'ah,qira'ah,Qiraa-ah,/qiraːʔah/,extended
Weitere Begriffe,qiraah,qiraah,Qiraa-ah,/qiraːʔah/,extended
Qurʾān & Qurʾān-Wissenschaften,Qirāʾāt,Qirāʾāt,Qiraa-aat,/qiraːʔaːt/,extended
Weitere Begriffe,Qira'at,Qira'at,Qiraa-aat,/qiraːʔaːt/,extended
Weitere Begriffe,Qiraat,Qiraat,Qiraa-aat,/qiraːʔaːt/,extended
Weitere Begriffe,qirāʾāt,qirāʾāt,Qiraa-aat,/qiraːʔaːt/,extended
Weitere Begriffe,qira'at,qira'at,Qiraa-aat,/qiraːʔaːt/,extended
Weitere Begriffe,qiraat,qiraat,Qiraa-aat,/qiraːʔaːt/,extended
Qurʾān & Qurʾān-Wissenschaften,Taǧwīd,Taǧwīd,Tadschwiid,/tad͡ʒwiːd/,extended
Weitere Begriffe,Tajwid,Tajwid,Tadschwiid,/tad͡ʒwiːd/,extended
Weitere Begriffe,taǧwīd,taǧwīd,Tadschwiid,/tad͡ʒwiːd/,extended
Weitere Begriffe,tajwid,tajwid,Tadschwiid,/tad͡ʒwiːd/,extended
Qurʾān & Qurʾān-Wissenschaften,Tartīl,Tartīl,Tartiil,/tartiːl/,extended
Weitere Begriffe,Tartil,Tartil,Tartiil,/tartiːl/,extended
Weitere Begriffe,tartīl,tartīl,Tartiil,/tartiːl/,extended
Weitere Begriffe,tartil,tartil,Tartiil,/tartiːl/,extended
Qurʾān & Qurʾān-Wissenschaften,Ḥifẓ,Ḥifẓ,Hifz,/ħifðˤ/,extended
Weitere Begriffe,Hifz,Hifz,Hifz,/ħifðˤ/,extended
Weitere Begriffe,ḥifẓ,ḥifẓ,Hifz,/ħifðˤ/,extended
Weitere Begriffe,hifz,hifz,Hifz,/ħifðˤ/,extended
Qurʾān & Qurʾān-Wissenschaften,Ḥāfiẓ,Ḥāfiẓ,Haafiz,/ħaːfiðˤ/,extended
Weitere Begriffe,Hafiz,Hafiz,Haafiz,/ħaːfiðˤ/,extended
Weitere Begriffe,ḥāfiẓ,ḥāfiẓ,Haafiz,/ħaːfiðˤ/,extended
Weitere Begriffe,hafiz,hafiz,Haafiz,/ħaːfiðˤ/,extended
Qurʾān & Qurʾān-Wissenschaften,Ḥuffāẓ,Ḥuffāẓ,Huffaaz,/ħuffaːðˤ/,extended
Weitere Begriffe,Huffaz,Huffaz,Huffaaz,/ħuffaːðˤ/,extended
Weitere Begriffe,ḥuffāẓ,ḥuffāẓ,Huffaaz,/ħuffaːðˤ/,extended
Weitere Begriffe,huffaz,huffaz,Huffaaz,/ħuffaːðˤ/,extended
Qurʾān & Qurʾān-Wissenschaften,Riwayah,Riwayah,Riwayah,/riwajah/,extended
Weitere Begriffe,riwayah,riwayah,Riwayah,/riwajah/,extended
Qurʾān & Qurʾān-Wissenschaften,Ḥafṣ ʿan ʿĀṣim,Ḥafṣ ʿan ʿĀṣim,Hafs an Aasim,/ħafsˤ ʕan ʕaːsˤim/,extended
Weitere Begriffe,Hafs 'an 'Asim,Hafs 'an 'Asim,Hafs an Aasim,/ħafsˤ ʕan ʕaːsˤim/,extended
Weitere Begriffe,Hafs an Asim,Hafs an Asim,Hafs an Aasim,/ħafsˤ ʕan ʕaːsˤim/,extended
Weitere Begriffe,ḥafṣ ʿan ʿāṣim,ḥafṣ ʿan ʿāṣim,Hafs an Aasim,/ħafsˤ ʕan ʕaːsˤim/,extended
Weitere Begriffe,hafs 'an 'asim,hafs 'an 'asim,Hafs an Aasim,/ħafsˤ ʕan ʕaːsˤim/,extended
Weitere Begriffe,hafs an asim,hafs an asim,Hafs an Aasim,/ħafsˤ ʕan ʕaːsˤim/,extended
Qurʾān & Qurʾān-Wissenschaften,Warš ʿan Nāfiʿ,Warš ʿan Nāfiʿ,Warsch an Naafi-,/warʃ ʕan naːfiʕ/,extended
Weitere Begriffe,Warsh 'an Nafi',Warsh 'an Nafi',Warsch an Naafi-,/warʃ ʕan naːfiʕ/,extended
Weitere Begriffe,Warsh an Nafi,Warsh an Nafi,Warsch an Naafi-,/warʃ ʕan naːfiʕ/,extended
Weitere Begriffe,warš ʿan nāfiʿ,warš ʿan nāfiʿ,Warsch an Naafi-,/warʃ ʕan naːfiʕ/,extended
Weitere Begriffe,warsh 'an nafi',warsh 'an nafi',Warsch an Naafi-,/warʃ ʕan naːfiʕ/,extended
Weitere Begriffe,warsh an nafi,warsh an nafi,Warsch an Naafi-,/warʃ ʕan naːfiʕ/,extended
Qurʾān & Qurʾān-Wissenschaften,Sajdah,Sajdah,Sajdah,/sajdah/,extended
Weitere Begriffe,sajdah,sajdah,Sajdah,/sajdah/,extended
Qurʾān & Qurʾān-Wissenschaften,Sūrat al-Fātiḥah,Sūrat al-Fātiḥah,Suurat al-Faatihah,/suːrat al.faːtiħah/,extended
Weitere Begriffe,Surat al-Fatihah,Surat al-Fatihah,Suurat al-Faatihah,/suːrat al.faːtiħah/,extended
Weitere Begriffe,sūrat al-fātiḥah,sūrat al-fātiḥah,Suurat al-Faatihah,/suːrat al.faːtiħah/,extended
Weitere Begriffe,surat al-fatihah,surat al-fatihah,Suurat al-Faatihah,/suːrat al.faːtiħah/,extended
Qurʾān & Qurʾān-Wissenschaften,al-Fātiḥah,al-Fātiḥah,al-Faatihah,/al.faːtiħah/,extended
Weitere Begriffe,al-Fatihah,al-Fatihah,al-Faatihah,/al.faːtiħah/,extended
Weitere Begriffe,al-fātiḥah,al-fātiḥah,al-Faatihah,/al.faːtiħah/,extended
Weitere Begriffe,al-fatihah,al-fatihah,al-Faatihah,/al.faːtiħah/,extended
Qurʾān & Qurʾān-Wissenschaften,Āyat al-Kursī,Āyat al-Kursī,Aayat al-Kursii,/aːjat al.kursiː/,extended
Weitere Begriffe,Ayat al-Kursi,Ayat al-Kursi,Aayat al-Kursii,/aːjat al.kursiː/,extended
Weitere Begriffe,āyat al-kursī,āyat al-kursī,Aayat al-Kursii,/aːjat al.kursiː/,extended
Weitere Begriffe,ayat al-kursi,ayat al-kursi,Aayat al-Kursii,/aːjat al.kursiː/,extended
Qurʾān & Qurʾān-Wissenschaften,al-Baqarah,al-Baqarah,al-Baqarah,/al.baqarah/,extended
Weitere Begriffe,al-baqarah,al-baqarah,al-Baqarah,/al.baqarah/,extended
Qurʾān & Qurʾān-Wissenschaften,Āl ʿImrān,Āl ʿImrān,Aal Imraan,/aːl ʕimraːn/,extended
Weitere Begriffe,Al 'Imran,Al 'Imran,Aal Imraan,/aːl ʕimraːn/,extended
Weitere Begriffe,Al Imran,Al Imran,Aal Imraan,/aːl ʕimraːn/,extended
Weitere Begriffe,āl ʿimrān,āl ʿimrān,Aal Imraan,/aːl ʕimraːn/,extended
Weitere Begriffe,al 'imran,al 'imran,Aal Imraan,/aːl ʕimraːn/,extended
Weitere Begriffe,al imran,al imran,Aal Imraan,/aːl ʕimraːn/,extended
Qurʾān & Qurʾān-Wissenschaften,an-Nisāʾ,an-Nisāʾ,an-Nisaa-,/an.nisaːʔ/,extended
Weitere Begriffe,an-Nisa',an-Nisa',an-Nisaa-,/an.nisaːʔ/,extended
Weitere Begriffe,an-Nisa,an-Nisa,an-Nisaa-,/an.nisaːʔ/,extended
Weitere Begriffe,an-nisāʾ,an-nisāʾ,an-Nisaa-,/an.nisaːʔ/,extended
Weitere Begriffe,an-nisa',an-nisa',an-Nisaa-,/an.nisaːʔ/,extended
Weitere Begriffe,an-nisa,an-nisa,an-Nisaa-,/an.nisaːʔ/,extended
Qurʾān & Qurʾān-Wissenschaften,al-Māʾidah,al-Māʾidah,al-Maa-idah,/al.maːʔidah/,extended
Weitere Begriffe,al-Ma'idah,al-Ma'idah,al-Maa-idah,/al.maːʔidah/,extended
Weitere Begriffe,al-Maidah,al-Maidah,al-Maa-idah,/al.maːʔidah/,extended
Weitere Begriffe,al-māʾidah,al-māʾidah,al-Maa-idah,/al.maːʔidah/,extended
Weitere Begriffe,al-ma'idah,al-ma'idah,al-Maa-idah,/al.maːʔidah/,extended
Weitere Begriffe,al-maidah,al-maidah,al-Maa-idah,/al.maːʔidah/,extended
Qurʾān & Qurʾān-Wissenschaften,al-Anʿām,al-Anʿām,al-An-aam,/al.anʕaːm/,extended
Weitere Begriffe,al-An'am,al-An'am,al-An-aam,/al.anʕaːm/,extended
Weitere Begriffe,al-Anam,al-Anam,al-An-aam,/al.anʕaːm/,extended
Weitere Begriffe,al-anʿām,al-anʿām,al-An-aam,/al.anʕaːm/,extended
Weitere Begriffe,al-an'am,al-an'am,al-An-aam,/al.anʕaːm/,extended
Weitere Begriffe,al-anam,al-anam,al-An-aam,/al.anʕaːm/,extended
Qurʾān & Qurʾān-Wissenschaften,al-Aʿrāf,al-Aʿrāf,al-A-raaf,/al.aʕraːf/,extended
Weitere Begriffe,al-A'raf,al-A'raf,al-A-raaf,/al.aʕraːf/,extended
Weitere Begriffe,al-Araf,al-Araf,al-A-raaf,/al.aʕraːf/,extended
Weitere Begriffe,al-aʿrāf,al-aʿrāf,al-A-raaf,/al.aʕraːf/,extended
Weitere Begriffe,al-a'raf,al-a'raf,al-A-raaf,/al.aʕraːf/,extended
Weitere Begriffe,al-araf,al-araf,al-A-raaf,/al.aʕraːf/,extended
Qurʾān & Qurʾān-Wissenschaften,al-Anfāl,al-Anfāl,al-Anfaal,/al.anfaːl/,extended
Weitere Begriffe,al-Anfal,al-Anfal,al-Anfaal,/al.anfaːl/,extended
Weitere Begriffe,al-anfāl,al-anfāl,al-Anfaal,/al.anfaːl/,extended
Weitere Begriffe,al-anfal,al-anfal,al-Anfaal,/al.anfaːl/,extended
Qurʾān & Qurʾān-Wissenschaften,at-Tawbah,at-Tawbah,at-Tawbah,/at.tawbah/,extended
Weitere Begriffe,at-tawbah,at-tawbah,at-Tawbah,/at.tawbah/,extended
Qurʾān & Qurʾān-Wissenschaften,Yūnus,Yūnus,Yuunus,/juːnus/,extended
Weitere Begriffe,Yunus,Yunus,Yuunus,/juːnus/,extended
