<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: dar_al_tawhid_islamic_pronunciation_master.csv>index,category,canonical,string_to_replace,alias,ipa,priority
877,Qurʾān & Qurʾān-Wissenschaften,al-ʿAṣr,al-'Asr,al-Asr,al.ʕasˤr,extended
878,Qurʾān & Qurʾān-Wissenschaften,al-ʿAṣr,al-Asr,al-Asr,al.ʕasˤr,extended
879,Qurʾān & Qurʾān-Wissenschaften,al-ʿAṣr,al-ʿaṣr,al-Asr,al.ʕasˤr,extended
880,Qurʾān & Qurʾān-Wissenschaften,al-ʿAṣr,al-'asr,al-Asr,al.ʕasˤr,extended
881,Qurʾān & Qurʾān-Wissenschaften,al-ʿAṣr,al-asr,al-Asr,al.ʕasˤr,extended
882,Qurʾān & Qurʾān-Wissenschaften,al-Humazah,al-Humazah,al-Humazah,al.humazah,extended
883,Qurʾān & Qurʾān-Wissenschaften,al-Humazah,al-humazah,al-Humazah,al.humazah,extended
884,Qurʾān & Qurʾān-Wissenschaften,al-Fīl,al-Fīl,al-Fiil,al.fiːl,extended
885,Qurʾān & Qurʾān-Wissenschaften,al-Fīl,al-Fil,al-Fiil,al.fiːl,extended
886,Qurʾān & Qurʾān-Wissenschaften,al-Fīl,al-fīl,al-Fiil,al.fiːl,extended
887,Qurʾān & Qurʾān-Wissenschaften,al-Fīl,al-fil,al-Fiil,al.fiːl,extended
888,Qurʾān & Qurʾān-Wissenschaften,Qurayš,Qurayš,Quraysch,qurajʃ,extended
889,Qurʾān & Qurʾān-Wissenschaften,Qurayš,Quraysh,Quraysch,qurajʃ,extended
890,Qurʾān & Qurʾān-Wissenschaften,Qurayš,qurayš,Quraysch,qurajʃ,extended
891,Qurʾān & Qurʾān-Wissenschaften,Qurayš,quraysh,Quraysch,qurajʃ,extended
892,Qurʾān & Qurʾān-Wissenschaften,al-Māʿūn,al-Māʿūn,al-Maa-uun,al.maːʕuːn,extended
893,Qurʾān & Qurʾān-Wissenschaften,al-Māʿūn,al-Ma'un,al-Maa-uun,al.maːʕuːn,extended
894,Qurʾān & Qurʾān-Wissenschaften,al-Māʿūn,al-Maun,al-Maa-uun,al.maːʕuːn,extended
895,Qurʾān & Qurʾān-Wissenschaften,al-Māʿūn,al-māʿūn,al-Maa-uun,al.maːʕuːn,extended
896,Qurʾān & Qurʾān-Wissenschaften,al-Māʿūn,al-ma'un,al-Maa-uun,al.maːʕuːn,extended
897,Qurʾān & Qurʾān-Wissenschaften,al-Māʿūn,al-maun,al-Maa-uun,al.maːʕuːn,extended
898,Qurʾān & Qurʾān-Wissenschaften,al-Kawṯar,al-Kawṯar,al-Kawthar,al.kawθar,extended
899,Qurʾān & Qurʾān-Wissenschaften,al-Kawṯar,al-Kawthar,al-Kawthar,al.kawθar,extended
900,Qurʾān & Qurʾān-Wissenschaften,al-Kawṯar,al-kawṯar,al-Kawthar,al.kawθar,extended
901,Qurʾān & Qurʾān-Wissenschaften,al-Kawṯar,al-kawthar,al-Kawthar,al.kawθar,extended
902,Qurʾān & Qurʾān-Wissenschaften,al-Kāfirūn,al-Kāfirūn,al-Kaafiruun,al.kaːfiruːn,extended
903,Qurʾān & Qurʾān-Wissenschaften,al-Kāfirūn,al-Kafirun,al-Kaafiruun,al.kaːfiruːn,extended
904,Qurʾān & Qurʾān-Wissenschaften,al-Kāfirūn,al-kāfirūn,al-Kaafiruun,al.kaːfiruːn,extended
905,Qurʾān & Qurʾān-Wissenschaften,al-Kāfirūn,al-kafirun,al-Kaafiruun,al.kaːfiruːn,extended
906,Qurʾān & Qurʾān-Wissenschaften,an-Naṣr,an-Naṣr,an-Nasr,an.nasˤr,extended
907,Qurʾān & Qurʾān-Wissenschaften,an-Naṣr,an-Nasr,an-Nasr,an.nasˤr,extended
908,Qurʾān & Qurʾān-Wissenschaften,an-Naṣr,an-naṣr,an-Nasr,an.nasˤr,extended
909,Qurʾān & Qurʾān-Wissenschaften,an-Naṣr,an-nasr,an-Nasr,an.nasˤr,extended
910,Qurʾān & Qurʾān-Wissenschaften,al-Masad,al-Masad,al-Masad,al.masad,extended
911,Qurʾān & Qurʾān-Wissenschaften,al-Masad,al-masad,al-Masad,al.masad,extended
912,Qurʾān & Qurʾān-Wissenschaften,al-Iḫlāṣ,al-Iḫlāṣ,al-Ichlaas,al.ixlaːsˤ,extended
913,Qurʾān & Qurʾān-Wissenschaften,al-Iḫlāṣ,al-Ikhlas,al-Ichlaas,al.ixlaːsˤ,extended
914,Qurʾān & Qurʾān-Wissenschaften,al-Iḫlāṣ,al-iḫlāṣ,al-Ichlaas,al.ixlaːsˤ,extended
915,Qurʾān & Qurʾān-Wissenschaften,al-Iḫlāṣ,al-ikhlas,al-Ichlaas,al.ixlaːsˤ,extended
916,Qurʾān & Qurʾān-Wissenschaften,al-Falaq,al-Falaq,al-Falaq,al.falaq,extended
917,Qurʾān & Qurʾān-Wissenschaften,al-Falaq,al-falaq,al-Falaq,al.falaq,extended
918,Qurʾān & Qurʾān-Wissenschaften,an-Nās,an-Nās,an-Naas,an.naːs,extended
919,Qurʾān & Qurʾān-Wissenschaften,an-Nās,an-Nas,an-Naas,an.naːs,extended
920,Qurʾān & Qurʾān-Wissenschaften,an-Nās,an-nās,an-Naas,an.naːs,extended
921,Qurʾān & Qurʾān-Wissenschaften,an-Nās,an-nas,an-Naas,an.naːs,extended
922,Ḥadīṯ-Wissenschaften,Ḥadīṯ,Ḥadīṯ,Hadiith,ħadiːθ,extended
923,Ḥadīṯ-Wissenschaften,Ḥadīṯ,Hadith,Hadiith,ħadiːθ,extended
924,Ḥadīṯ-Wissenschaften,Ḥadīṯ,ḥadīṯ,Hadiith,ħadiːθ,extended
925,Ḥadīṯ-Wissenschaften,Ḥadīṯ,hadith,Hadiith,ħadiːθ,extended
926,Ḥadīṯ-Wissenschaften,Aḥādīṯ,Aḥādīṯ,Ahaadiith,aħaːdiːθ,extended
927,Ḥadīṯ-Wissenschaften,Aḥādīṯ,Ahadith,Ahaadiith,aħaːdiːθ,extended
928,Ḥadīṯ-Wissenschaften,Aḥādīṯ,aḥādīṯ,Ahaadiith,aħaːdiːθ,extended
929,Ḥadīṯ-Wissenschaften,Aḥādīṯ,ahadith,Ahaadiith,aħaːdiːθ,extended
930,Ḥadīṯ-Wissenschaften,Athar,Athar,Athar,aθar,extended
931,Ḥadīṯ-Wissenschaften,Athar,athar,Athar,aθar,extended
932,Ḥadīṯ-Wissenschaften,Āṯār,Āṯār,Aathaar,aːθaːr,extended
933,Ḥadīṯ-Wissenschaften,Āṯār,āṯār,Aathaar,aːθaːr,extended
934,Ḥadīṯ-Wissenschaften,Isnād,Isnād,Isnaad,isnaːd,extended
935,Ḥadīṯ-Wissenschaften,Isnād,Isnad,Isnaad,isnaːd,extended
936,Ḥadīṯ-Wissenschaften,Isnād,isnād,Isnaad,isnaːd,extended
937,Ḥadīṯ-Wissenschaften,Isnād,isnad,Isnaad,isnaːd,extended
938,Ḥadīṯ-Wissenschaften,Sanad,Sanad,Sanad,sanad,extended
939,Ḥadīṯ-Wissenschaften,Sanad,sanad,Sanad,sanad,extended
940,Ḥadīṯ-Wissenschaften,Matn,Matn,Matn,matn,extended
941,Ḥadīṯ-Wissenschaften,Matn,matn,Matn,matn,extended
942,Ḥadīṯ-Wissenschaften,Rāwī,Rāwī,Raawii,raːwiː,extended
943,Ḥadīṯ-Wissenschaften,Rāwī,Rawi,Raawii,raːwiː,extended
944,Ḥadīṯ-Wissenschaften,Rāwī,rāwī,Raawii,raːwiː,extended
945,Ḥadīṯ-Wissenschaften,Rāwī,rawi,Raawii,raːwiː,extended
946,Ḥadīṯ-Wissenschaften,Ruwāt,Ruwāt,Ruwaat,ruwaːt,extended
947,Ḥadīṯ-Wissenschaften,Ruwāt,Ruwat,Ruwaat,ruwaːt,extended
948,Ḥadīṯ-Wissenschaften,Ruwāt,ruwāt,Ruwaat,ruwaːt,extended
949,Ḥadīṯ-Wissenschaften,Ruwāt,ruwat,Ruwaat,ruwaːt,extended
950,Ḥadīṯ-Wissenschaften,Dirāyah,Dirāyah,Diraayah,diraːjah,extended
951,Ḥadīṯ-Wissenschaften,Dirāyah,Dirayah,Diraayah,diraːjah,extended
952,Ḥadīṯ-Wissenschaften,Dirāyah,dirāyah,Diraayah,diraːjah,extended
953,Ḥadīṯ-Wissenschaften,Dirāyah,dirayah,Diraayah,diraːjah,extended
954,Ḥadīṯ-Wissenschaften,Muḥaddiṯ,Muḥaddiṯ,Muhaddith,muħaddiθ,extended
955,Ḥadīṯ-Wissenschaften,Muḥaddiṯ,Muhaddith,Muhaddith,muħaddiθ,extended
956,Ḥadīṯ-Wissenschaften,Muḥaddiṯ,muḥaddiṯ,Muhaddith,muħaddiθ,extended
957,Ḥadīṯ-Wissenschaften,Muḥaddiṯ,muhaddith,Muhaddith,muħaddiθ,extended
958,Ḥadīṯ-Wissenschaften,Muḥaddiṯūn,Muḥaddiṯūn,Muhaddithuun,muħaddiθuːn,extended
959,Ḥadīṯ-Wissenschaften,Muḥaddiṯūn,Muhaddithun,Muhaddithuun,muħaddiθuːn,extended
960,Ḥadīṯ-Wissenschaften,Muḥaddiṯūn,muḥaddiṯūn,Muhaddithuun,muħaddiθuːn,extended
961,Ḥadīṯ-Wissenschaften,Muḥaddiṯūn,muhaddithun,Muhaddithuun,muħaddiθuːn,extended
962,Ḥadīṯ-Wissenschaften,Sahīh,Sahīh,Sahiih,sahiːh,extended
963,Ḥadīṯ-Wissenschaften,Sahīh,Sahih,Sahiih,sahiːh,extended
964,Ḥadīṯ-Wissenschaften,Sahīh,sahīh,Sahiih,sahiːh,extended
965,Ḥadīṯ-Wissenschaften,Sahīh,sahih,Sahiih,sahiːh,extended
966,Ḥadīṯ-Wissenschaften,Ṣaḥīḥ,Ṣaḥīḥ,Sahiih,sˤaħiːħ,extended
967,Ḥadīṯ-Wissenschaften,Ṣaḥīḥ,ṣaḥīḥ,Sahiih,sˤaħiːħ,extended
968,Ḥadīṯ-Wissenschaften,Ḥasan,Ḥasan,Hasan,ħasan,extended
969,Ḥadīṯ-Wissenschaften,Ḥasan,Hasan,Hasan,ħasan,extended
970,Ḥadīṯ-Wissenschaften,Ḥasan,ḥasan,Hasan,ħasan,extended
971,Ḥadīṯ-Wissenschaften,Ḥasan,hasan,Hasan,ħasan,extended
972,Ḥadīṯ-Wissenschaften,Ḍaʿīf,Ḍaʿīf,Da-iif,dˤaʕiːf,extended
973,Ḥadīṯ-Wissenschaften,Ḍaʿīf,Da'if,Da-iif,dˤaʕiːf,extended
974,Ḥadīṯ-Wissenschaften,Ḍaʿīf,Daif,Da-iif,dˤaʕiːf,extended
975,Ḥadīṯ-Wissenschaften,Ḍaʿīf,ḍaʿīf,Da-iif,dˤaʕiːf,extended
976,Ḥadīṯ-Wissenschaften,Ḍaʿīf,da'if,Da-iif,dˤaʕiːf,extended
977,Ḥadīṯ-Wissenschaften,Ḍaʿīf,daif,Da-iif,dˤaʕiːf,extended
978,Ḥadīṯ-Wissenschaften,Mawḍūʿ,Mawḍūʿ,Mawduu-,mawdˤuːʕ,extended
979,Ḥadīṯ-Wissenschaften,Mawḍūʿ,Mawdu',Mawduu-,mawdˤuːʕ,extended
980,Ḥadīṯ-Wissenschaften,Mawḍūʿ,Mawdu,Mawduu-,mawdˤuːʕ,extended
981,Ḥadīṯ-Wissenschaften,Mawḍūʿ,mawḍūʿ,Mawduu-,mawdˤuːʕ,extended
982,Ḥadīṯ-Wissenschaften,Mawḍūʿ,mawdu',Mawduu-,mawdˤuːʕ,extended
983,Ḥadīṯ-Wissenschaften,Mawḍūʿ,mawdu,Mawduu-,mawdˤuːʕ,extended
984,Ḥadīṯ-Wissenschaften,Mursal,Mursal,Mursal,mursal,extended
985,Ḥadīṯ-Wissenschaften,Mursal,mursal,Mursal,mursal,extended
986,Ḥadīṯ-Wissenschaften,Munqaṭiʿ,Munqaṭiʿ,Munqati-,munqatˤiʕ,extended
987,Ḥadīṯ-Wissenschaften,Munqaṭiʿ,Munqati',Munqati-,munqatˤiʕ,extended
988,Ḥadīṯ-Wissenschaften,Munqaṭiʿ,Munqati,Munqati-,munqatˤiʕ,extended
989,Ḥadīṯ-Wissenschaften,Munqaṭiʿ,munqaṭiʿ,Munqati-,munqatˤiʕ,extended
990,Ḥadīṯ-Wissenschaften,Munqaṭiʿ,munqati',Munqati-,munqatˤiʕ,extended
991,Ḥadīṯ-Wissenschaften,Munqaṭiʿ,munqati,Munqati-,munqatˤiʕ,extended
992,Ḥadīṯ-Wissenschaften,Muʿḍal,Muʿḍal,Mu-dal,muʕdˤal,extended
993,Ḥadīṯ-Wissenschaften,Muʿḍal,Mu'dal,Mu-dal,muʕdˤal,extended
994,Ḥadīṯ-Wissenschaften,Muʿḍal,Mudal,Mu-dal,muʕdˤal,extended
995,Ḥadīṯ-Wissenschaften,Muʿḍal,muʿḍal,Mu-dal,muʕdˤal,extended
996,Ḥadīṯ-Wissenschaften,Muʿḍal,mu'dal,Mu-dal,muʕdˤal,extended
997,Ḥadīṯ-Wissenschaften,Muʿḍal,mudal,Mu-dal,muʕdˤal,extended
998,Ḥadīṯ-Wissenschaften,Muʿallaq,Muʿallaq,Mu-allaq,muʕallaq,extended
999,Ḥadīṯ-Wissenschaften,Muʿallaq,Mu'allaq,Mu-allaq,muʕallaq,extended
